Id Sql,Id,Centres,Bloc,Nom Curt,Nom Programa,Descripcio,Ambits Curriculars,Ambits Innovacio,Etapes Objectiu,Objectius,Requisits,Compromisos,Periode,Fitxa,Enllaç Fitxa,Vídeo,Web Programa,Simbol,Unitat,Responsable,Contacte,Modificar Definicio,Pujar Dades,Continuitat Anual,Idfullnouscentres,Dades Json
44,3007,3007,Xarxes,Xmagnet,Xarxa centres Magnet,"La Xarxa de centres Magnet són les escoles i instituts que participen en el programa Magnet, centres compromesos amb l'equitat, que han establert una aliança amb una institució de referència que els permet dur a terme un projecte innovador, de qualitat i a","ART,CIE,CME,CVA,DIG,EVA,LIN,MAT,PSO,SOC","A1-MET,A2-ORG,A3-COM","EINF2C,EPRI,ESO","- Incorporar el coneixement de la institució al dia a dia del centre, des d’un enfocament globalitzat de l’aprenentatge.
- Desenvolupar una organització de centre que afavoreixi una major coherència i intencionalitat al projecte de centre i amb la finalit","Per formar part del programa els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents:
- Ser un centre que tingui una composició social desequilibrada respecte a la zona de referència (entre un 10% i un 30% d’","La participació del centre en el programa suposa l’acceptació dels compromisos següents:
- Implicar l’equip docent en la participació en el programa Tàndem durant 3 anys.
- Participar en les activitats formatives
- Planificar el desenvolupament del proj",Anual,,,,https://magnet.cat/centres-educatius/,programa_magnet.png,,Xavi Geis,"info@magnet.cat, xgeis@xtec.cat",,S,S,1jB0ZiFeh8ImrOw_PsEwqpp-dJ3tCx6GKZfD2gM9tTos,"{""id"": ""3007"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://magnet.cat/centres-educatius/"", ""Simbol"": ""programa_magnet.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3007"", ""Periode"": ""Permanent"", ""Contacte"": ""info@magnet.cat"", ""Nom_curt"": ""Xmagnet"", ""O"
45,3008,3008,Xarxes,Xavancem,Xarxa centres Avancem,"Les Xarxes per a equips directius de centres AVANCEM són espais on compartir estratègies organitzatives que permetin consolidar i fer sostenible el projecte al centre, per dotar l'alumnat d’una competència plurilingüe sòlida que afavoreixi  el seu creixeme",LIN,"A1-MET,A2-ORG","BATX,EPRI,ESO","- Coordinar i donar suport a la creació d'una xarxa AVANCEM intercentres.
- Enriquir la gestió i el potencial educatiu amb les aportacions entre iguals per avançar en la millora dels projectes propis de cada centre.
- Reflexionar entorn els temes de gest","Per formar part del programa els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents:
- Disposar d’un projecte educatiu de centre amb objectius adreçats a promoure una educació plurilingüe i intercultural, qu","La participació del centre en la xarxa suposa l'acceptació dels compromisos següents: 
- Participar en el seminari de la xarxa amb una assistència mínima del 80% a les sessions.
- Realització d'una acció que fomenti la presa de decisions de centre i que ",Anual,,,,https://projectes.xtec.cat/avancem/centres/,avancem.png,,Maria Goretti,"avancem@xtec.cat,mblanch3@xtec.cat,nverges1@xtec.cat",S,S,S,13YoXhLMaJaStloaJy2p-SmHEN0hrkkFl0dY1Mi30uXs,"{""id"": ""3008"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://projectes.xtec.cat/avancem/centres/"", ""Simbol"": ""avancem.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3008"", ""Periode"": ""Permanent"", ""Contacte"": ""avancem@xtec.cat"", ""Nom_curt"": ""Xavancem"", ""O"
46,3009,3009,Xarxes,XGEP,Xarxa centres GEP,"Les Xarxes de centres GEP són espais per establir llaços entre centres del programa GEP, per reflexionar i compartir totes aquelles experiències organitzatives, recursos i accions exitoses que empoderin tots els docents del centre i que ajudin a definir el",LIN,"A1-MET,A2-ORG","BATX,CFPM,CFPS,EPRI,ESO","- Coordinar i donar suport a la creació d'una xarxa GEP intercentres.
- Enriquir la gestió i el potencial educatiu amb les aportacions entre iguals per avançar en la millora dels projectes propis de cada centre.
- Reflexionar entorn els temes de gestió d","Per formar part del programa els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents:
- Disposar de professorat suficient i acreditat amb un nivell mínim B2 de llengua estrangera, d’acord amb la classificació","La participació del centre en la xarxa suposa l'acceptació dels compromisos següents: 
- Participar en el seminari de la xarxa amb una assistència mínima del 80% a les sessions.
- Realització d'una acció que fomenti la presa de decisions de centre i que ",Anual,,,,https://projectes.xtec.cat/gep/territoris-prova/,gep.png,,Núria Vergés,"gep@xtec.cat,nverges1@xtec.cat,mblanch3@xtec.cat",S,S,S,1gmq68SxwpaZ4WjBccBtTf6w-oCO_647cmgTrhlyFl6o,"{""id"": ""3009"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://projectes.xtec.cat/gep/territoris-prova/"", ""Simbol"": ""gep.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3009"", ""Periode"": ""Permanent"", ""Contacte"": ""gep@xtec.cat"", ""Nom_curt"": ""XGEP"", ""Objectiu"
47,3010,3010,Xarxes,XEV,Xarxa Escoles Verdes,"La Xarxa Escoles verdes són centres educatius compromesos amb la sostenibilitat, que treballen per fomentar una educació ecosocial que transformi el centre educatiu i el seu entorn, amb col·laboració d'altres entitats del territori. Inicien un camí de tran","CME,CVA,EVA,PSO","A1-MET,A2-ORG,A3-COM","ADULTS,BATX,CFPM,CFPS,EE,EINF1C,EINF2C,EPRI,ESO,PFI","- Ajudar als centres a ambientalitzar-se, és a dir, a incorporar els valors de l’educació per a la sostenibilitat en tots els àmbits de la vida del centre (currículum, gestió, relacions amb l’entorn...)
- Promoure la participació i la implicació activa de","· Formació inicial. Participar en una formació d’equips de centre (entre 3-5 persones, una d’elles de l’equip directiu).
· Elaborar un Pla d’Educació per a la Sostenibilitat que es desplega en Plans d’acció anuals
· Implicació del Claustre: Un mínim del ","Formar part de la Xarxa d’Escoles Verdes vol dir participar en les formacions, els espais d’intercanvi o altres activitats que organitza la Xarxa per consolidar i millorar tant les accions dels centres com la cohesió de la Xarxa.",Anual,,,,https://mediambient.gencat.cat/ca/05_ambits_dactuacio/educacio_i_sostenibilitat/educacio_per_a_la_sostenibilitat/escoles_verdes/index.html,escoles_verdes.png,,Paula Pérez,"escolesverdes.accioclimatica@gencat.cat, pperezc@gencat.cat",,S,S,1uC8mYj-1H4zW0T9YeEu66M15B9KtvwdOSj8R24Gnlno,"{""id"": ""3010"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://mediambient.gencat.cat/ca/05_ambits_dactuacio/educacio_i_sostenibilitat/educacio_per_a_la_sostenibilitat/escoles_verdes/index.html"", ""Simbol"": ""escoles_verdes.png"", ""Unitat"": """", ""Vídeo"": """","
48,3011,3011,Xarxes,XCDC,Xarxa Coordinació Digital Centre ,Aquesta subxarxa de la Xarxa territorial de cultura digital proporciona un espai de comunicació i treball en xarxa per fer difusió del nou Marc competencial i promoure el desenvolupament de la competència digital docent. ,DIG,"A1-MET,A2-ORG","ADULTS,BATX,CFAS,CFPM,CFPS,CRBC,EE,EINF1C,EINF2C,EPRI,ESO,IDI,IFE,PFI","- Informar de les novetats sobre el desplegament d'equips i dotacions (panells digitals, robòtica, audiovisuals, aules digitals vivencials, etc.).
- Acompanyar a la subxarxa de la Comissió digital de centre en la difusió de totes les informacions que impl","Visualització del 100% dels seminaris web. Es proporcionarà un formulari d’assistència en línia als participants. 
Assistència al 80% dels seminaris territorials. 
Participació en la xarxa docent Nus, dins de la categoria de la Coordinació digital o subc",En cap cas es demana l’acceptació de compromisos per part del centre. El que sí que es demana són uns requisits que ha de complir la persona que representa el centre.,Anual,,,,https://projectes.xtec.cat/xtcd/competencia-digital-docent/,xarxes_generic.png,,Maria Masjoan,"culturadigital@xtec.cat, mmasjua2@xtec.cat",,S,S,18gDZmoQxgWAioAAXggReBXlfJdCITcnrDanAAfaI0Qw,"{""id"": ""3011"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://projectes.xtec.cat/xtcd/competencia-digital-docent/"", ""Simbol"": ""xarxes_generic.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3011"", ""Periode"": ""Permanent"", ""Contacte"": ""culturadigital@xtec.ca"
49,3012,3012,Xarxes,XCOMDC,Xarxa Comissió Digital de Centre,"Aquesta subxarxa de la Xarxa territorial de cultura digital proporciona un espai de comunicació entre els diferents grups de treball de les comissions d’estratègia digital de centre. És un espai per compartir experiències, eines i recursos, però també dubt",DIG,"A1-MET,A2-ORG","ADULTS,BATX,CFAS,CFPM,CFPS,EE,EINF1C,EINF2C,EPRI,ESO,IDI,IFE","- Avaluar i actualitzar l’estratègia digital de centre per avançar en la transformació digital dels centres participants:
- Promoure la creació d'espais de reflexió, en els seminaris territorials de la mateixa xarxa i en els centres, sobre l’ús de la tecn","- Visualització del 100% dels seminaris web.
- Assistència del 80% dels seminaris territorials.
- Valoració positiva de les activitats encomanades.  
",En cap cas es demana l’acceptació de compromisos per part del centre. El que sí que es demana són uns requisits que ha de complir la persona que representa el centre.,Anual,,,,https://projectes.xtec.cat/xtcd/estrategia-digital-de-centre/,xarxes_generic.png,,Maria Masjoan,"culturadigital@xtec.cat, mmasjua2@xtec.cat",,S,S,1cjVFzig4wxLYhVF5Jrt1UqLWl47dBhHTlFrDwrMM4EE,"{""id"": ""3012"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://projectes.xtec.cat/xtcd/estrategia-digital-de-centre/"", ""Simbol"": ""xarxes_generic.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3012"", ""Periode"": ""Permanent"", ""Contacte"": ""culturadigital@xtec."
50,3013,3013,Xarxes,XIEB,Xarxa d'Innovació d'Educació Bàsica,Les xarxes d’innovació XIEP i XIES són una xarxa de centres educatius d'infantil i primària (XIEP) i de secundària (XIES) del Vallès Occidental que estan implementant processos de canvi i millora i que volen fer de la pràctica reflexiva conjunta un element,"ART,CIE,CME,CVA,DIG,EFI,EVA,LIN,MAT,PSO,SOC","A1-MET,A2-ORG,A3-COM","EINF2C,EPRI,ESO","- Compartir de manera reflexiva i crear coneixement, com a valor afegit, a partir de les prioritats que estableixin els centres sobre els processos de transformació
- Aprofundir en processos de formació interna i externa, i la seva transferència a l’aula,","- Haver iniciat o estar iniciant processos de canvi o millora metodològica, curricular, organitzativa i/o d’avaluació competencial.
- Comprometre’s en processos d’innovació del propi centre i a participar de manera activa a la xarxa.
- Tenir estructures ",-Els centres són els protagonistes de la xarxa. La missió de la xarxa local és fer aflorar el coneixement de cada centre per impulsar el seu propi procés de canvi i el de la resta de centres. Les dinamitzadores de la xarxa són les persones que acompanyen e,Anual,,,,https://serveiseducatius.xtec.cat/vallesoccidental5/categoria/dinamitzacio/xiep/,xiep.png,,Maria Teresa Giner,"sefp_vall.educacio@xtec.cat, mginer25@xtec.cat",,S,S,16bvq9n_ZeLNWov3SuJqHIOQ4VrKEHPY9rBf5FOc1sY0,"{""id"": ""3013"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://serveiseducatius.xtec.cat/vallesoccidental5/categoria/dinamitzacio/xiep/"", ""Simbol"": ""xiep.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3013"", ""Periode"": ""Permanent"", ""Contacte"": ""sefp_vall.e"
51,3014,3014,Xarxes,XIES,Xarxa d'Innovació d'Instituts de Secundària del Vallès Occidental,Les xarxes d’innovació XIEP i XIES són una xarxa de centres educatius d&apos;infantil i primària (XIEP) i de secundària (XIES) del Vallès Occidental que estan implementant processos de canvi i millora i que volen fer de la pràctica reflexiva conjunta un el,"ART,CIE,DIG,LIN,MAT,SOC,PSO,EVA,CME,CVA,EFI","A1-MET,A2-ORG, A3-COM","ESO,ADULTS","- Compartir de manera reflexiva i crear coneixement, com a valor afegit, a partir de les prioritats que estableixin els centres sobre els processos de transformació&#10;- Aprofundir en processos de formació interna i externa, i la seva transferència a l’au","- Haver iniciat o estar iniciant processos de canvi o millora metodològica, curricular, organitzativa i/o d’avaluació competencial.&#10;- Comprometre’s en processos d’innovació del propi centre i a participar de manera activa a la xarxa.&#10;- Tenir estruc",,Anual,,,,https://serveiseducatius.xtec.cat/vallesoccidental5/portada/xarxa-dinnovacio-educativa-de-secundaria-xies/,xies.png,,,sefp_vall.educacio@xtec.cat,,S,S,1hsraVbZjm3XL9zQFJE8eEKYFEw-htWhCqKqQhNPadDo,"{""id"": ""3014"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://serveiseducatius.xtec.cat/vallesoccidental5/portada/xarxa-dinnovacio-educativa-de-secundaria-xies/"", ""Simbol"": ""xies.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3014"", ""Periode"": ""Permanent"""
52,3015,3015,Xarxes,XESCV,Xarxa Educativa Sant Cugat del Vallès,La Xarxa educativa de Sant Cugat del Vallès és un espai de trobada i col·laboració-cooperació entre professionals dels diferents centres educatius de Sant Cugat del Vallès per tal d’incentivar el debat i la reflexió pedagògica mitjançant la creació d’entor,"ART,CIE,CME,CVA,DIG,EFI,EVA,LIN,MAT,PSO,SOC","A1-MET,A2-ORG,A3-COM","CFPM,CFPS,EINF2C,EPRI,ESO,IFE","- Compartir de manera reflexiva i crear coneixement, com a valor afegit, a partir de les prioritats que estableixin els centres sobre els processos de transformació
- Aprofundir en processos de formació interna i externa, i la seva transferència a l’aula,","- Haver iniciat o estar iniciant processos de canvi o millora metodològica, curricular, organitzativa o d’avaluació competencial.
- Comprometre’s en processos d’innovació del mateix centre i a participar de manera activa a la xarxa.
- Tenir estructures o",- Els centres són els protagonistes de la xarxa. La missió de la xarxa local és fer aflorar el coneixement de cada centre per impulsar el seu propi procés de canvi i el de la resta de centres. Les dinamitzadores de la xarxa són les persones que acompanyen ,Anual,,,,https://serveiseducatius.xtec.cat/vallesoccidental4/categoria/comunitat/xarxa-sant-cugat/,stcugat.png,,Pepi Torres,sefp_vall.educacio@xtec.cat,,S,S,13egn7IJiJbU74gL2T1HL2lb5jVZ8l7cWcK7ULpXA_-U,"{""id"": ""3015"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://serveiseducatius.xtec.cat/vallesoccidental4/categoria/comunitat/xarxa-sant-cugat/"", ""Simbol"": ""stcugat.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3015"", ""Periode"": ""Permanent"", ""Contacte"": "
53,3016,3016,Xarxes,XEM,Xarxa Educativa Montcada i Reixac,La Xarxa educativa de Montcada és un espai de trobada i de col·laboració-cooperació dels diferents centres educatius de Montcada per tal d’incentivar el debat i la reflexió pedagògica mitjançant la creació d’entorns d’aprenentatge compartit entre diferents,"ART,CIE,CME,CVA,DIG,EFI,EVA,LIN,MAT,PSO,SOC","A1-MET,A2-ORG,A3-COM","EINF1C,EINF2C,EPRI,ESO","- Compartir de manera reflexiva i crear coneixement, com a valor afegit, a partir de les prioritats que estableixin els centres sobre els processos de transformació
- Aprofundir en processos de formació interna i externa, i la seva transferència a l’aula,","- Haver iniciat o estar iniciant processos de canvi o millora metodològica, curricular, organitzativa i/o d’avaluació competencial.
- Comprometre’s en processos d’innovació del propi centre i a participar de manera activa a la xarxa.
- Tenir estructures ",-Els centres són els protagonistes de la xarxa. La missió de la xarxa local és fer aflorar el coneixement de cada centre per impulsar el seu propi procés de canvi i el de la resta de centres. Les dinamitzadores de la xarxa són les persones que acompanyen e,Anual,,,,https://serveiseducatius.xtec.cat/vallesoccidental6/categoria/dinamitzacio/xarxa-montcada/,montcada.png,,Maria Teresa Giner,"sefp_vall.educacio@xtec.cat, mginer25@xtec.cat",,S,S,1XAe3JCb3B1Bf0C5qDDCnk6Tf_ZdxPEatUUD8u-ZPZSo,"{""id"": ""3016"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://serveiseducatius.xtec.cat/vallesoccidental6/categoria/dinamitzacio/xarxa-montcada/"", ""Simbol"": ""montcada.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3016"", ""Periode"": ""Permanent"", ""Contacte"""
54,3017,3017,Xarxes,XER,Xarxa Educativa Ripollet,La Xarxa educativa de Ripollet és un espai de trobada i de col·laboració-cooperació dels diferents centres educatius de Ripollet per tal d’incentivar el debat i la reflexió pedagògica mitjançant la creació d’entorns d’aprenentatge compartit entre diferents,"ART,CIE,CME,CVA,DIG,EFI,EVA,LIN,MAT,PSO,SOC","A1-MET,A2-ORG,A3-COM","ADULTS,EINF1C,EINF2C,EPRI,ESO","- Compartir de manera reflexiva i crear coneixement, com a valor afegit, a partir de les prioritats que estableixin els centres sobre els processos de transformació
- Aprofundir en processos de formació interna i externa, i la seva transferència a l’aula,","- Haver iniciat o estar iniciant processos de canvi o millora metodològica, curricular, organitzativa i/o d’avaluació competencial.
- Comprometre’s en processos d’innovació del propi centre i a participar de manera activa a la xarxa.
- Tenir estructures ",-Els centres són els protagonistes de la xarxa. La missió de la xarxa local és fer aflorar el coneixement de cada centre per impulsar el seu propi procés de canvi i el de la resta de centres. Les dinamitzadores de la xarxa són les persones que acompanyen e,Anual,,,,https://serveiseducatius.xtec.cat/vallesoccidental6/xarxa-centres-publics-de-ripollet/,ripollet.png,,Maria Teresa Giner,"sefp_vall.educacio@xtec.cat, mginer25@xtec.cat",,S,S,1EZcIalAWpuvXQh3s1ylRQ-C-RC7d_2zpZsro-7AvCSE,"{""id"": ""3017"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://serveiseducatius.xtec.cat/vallesoccidental6/xarxa-centres-publics-de-ripollet/"", ""Simbol"": ""ripollet.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3017"", ""Periode"": ""Permanent"", ""Contacte"": ""s"
55,3018,3018,Xarxes,XESP,Xarxa Educativa Santa Perpètua de Mogoda,La Xarxa educativa de Santa Perpètua és un espai de trobada i de col·laboració-cooperació dels diferents centres educatius de Santa Perpètua per tal d’incentivar el debat i la reflexió pedagògica mitjançant la creació d’entorns d’aprenentatge compartit ent,"ART,CIE,CME,CVA,DIG,EFI,EVA,LIN,MAT,PSO,SOC","A1-MET,A2-ORG,A3-COM","ADULTS,EINF1C,EINF2C,EPRI,ESO","- Compartir de manera reflexiva i crear coneixement, com a valor afegit, a partir de les prioritats que estableixin els centres sobre els processos de transformació
- Aprofundir en processos de formació interna i externa, i la seva transferència a l’aula,","- Haver iniciat o estar iniciant processos de canvi o millora metodològica, curricular, organitzativa i/o d’avaluació competencial.
- Comprometre’s en processos d’innovació del propi centre i a participar de manera activa a la xarxa.
- Tenir estructures ",- Els centres són els protagonistes de la xarxa. La missió de la xarxa local és fer aflorar el coneixement de cada centre per impulsar el seu propi procés de canvi i el de la resta de centres. Les dinamitzadores de la xarxa són les persones que acompanyen ,Anual,,,,https://sites.google.com/xtec.cat/prim-sec-santaperpetua/inici,staperpetua.png,,Maria Teresa Giner,"sefp_vall.educacio@xtec.cat, mginer25@xtec.cat",,S,S,1PgIjWqnECHhRwuzwNTubBoQVCgsG0o8GPIsy2YyHsR0,"{""id"": ""3018"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://sites.google.com/xtec.cat/prim-sec-santaperpetua/inici"", ""Simbol"": ""staperpetua.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3018"", ""Periode"": ""Permanent"", ""Contacte"": ""sefp_vall.educacio@xte"
56,3019,3019,Xarxes,XEPR,Xarxa Escoles Públiques de Reus,La Xarxa d'escoles públiques de Reus és un espai de trobada i de col·laboració-cooperació dels centres de primària de Reus on s'uneixen esforços per  compartir els diferents projectes educatius dels diversos centres.,"ART,CIE,CME,CVA,DIG,EFI,EVA,LIN,MAT,PSO,SOC","A1-MET,A2-ORG,A3-COM","EE,EPRI","EIX 1: Compartir
1.1. Compartir i explicar les experiències educatives a través de la xarxa per enriquir-nos.
1.2. Compartir el treball que es fa a l’escola pública a través de congressos, jornades, vídeos, etc. per promocionar la tasca i els projectes e",Sols cal ser una escola pública de Reus.,,Permanent,,,,https://www.youtube.com/watch?v=fSLiFE0MMaA,reus.png,,David Roco,droco@xtec.cat,,S,S,1o5B7wPOwg7a5LPbW3nMzQx7se6nrHhXslobmZD4evVo,"{""id"": ""3019"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://www.youtube.com/watch?v=fSLiFE0MMaA"", ""Simbol"": ""reus.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3019"", ""Periode"": ""Permanent"", ""Contacte"": """", ""Nom_curt"": ""XEPR"", ""Objectius"": """", ""Requisi"
57,3020,3020,Xarxes,XCM,Xarxa Centres Muntanyabot,La Xarxa de centres Muntanyabot neix d'una iniciativa de les escoles del Baix Penedès interior per tal de crear una xarxa de suport pel foment de la robòtica i la programació. Aquestes escoles es troben per compartir coneixement entorn de la robòtica i la ,"CIE,DIG",A1-MET,EPRI,"- Conèixer diferents materials i recursos per al treball de la programació a l'aula.
- Compartir la informació i l'expertesa dels diferents sectors que configuren la xarxa.
- Impulsar la xarxa d'agents educatius i entitats del territori envers la robòtic",Tots els docents dels diferents centres de la comarca del Baix Penedès que treballin la robòtica i la programació amb els seus alumnes poden sol·licitar participar-hi al CRP del Baix Penedès.,"- Dur a terme activitats, projectes, tallers, etc. vinculats amb la robòtica i la programació a l’aula.
- Participar activament en les diferents sessions de treball de la xarxa Muntanyabot.
- Aportar materials i evidències justificades del treball elabor",Anual,,,,https://serveiseducatius.xtec.cat/baixpenedes/general/jornada-muntanyabot/,muntanyabot.png,,Laura Carbonell,e3990104@xtec.cat,,S,S,1pwSpbX0hyWxL4CKDV9ytEudhmP7KsQe4cGVUgyUlRZM,"{""id"": ""3020"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://serveiseducatius.xtec.cat/baixpenedes/general/jornada-muntanyabot/"", ""Simbol"": ""muntanyabot.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3020"", ""Periode"": ""Permanent"", ""Contacte"": ""e3990104@x"
58,3021,3021,Xarxes,MEX,Xarxa MEX,La Xarxa Mataró educa en xarxa és un espai de trobada i de col·laboració-cooperació dels diferents centres educatius de Mataró per tal d’incentivar el debat i la reflexió pedagògica mitjançant la creació d’entorns d’aprenentatge compartit entre diferents p,"ART,CIE,CME,CVA,DIG,EFI,EVA,LIN,MAT,PSO,SOC","A1-MET,A2-ORG,A3-COM","EE,EINF2C,EPRI,ESO","- Estudiar la situació de l’escolarització equilibrada de Mataró per poder dissenyar propostes que permetin avançar en aquesta direcció.
- Potenciar jornades d’intercanvi i altres activitats que facilitin als professionals  millorar les actuacions a les a",,"Participar activament a la línia de treball escollida
",Anual,,,,https://projectes.xtec.cat/mex-mataro/,mex.png,,Albert Barnils,"mataroeducaenxarxa@gmail.com,abarnils@xtec.cat,mcabal27@xtec.cat ",,S,S,1yuiqrhtBOhJIIt8wLPqldyyEbfJuz87ALnliRLRG9QE,"{""id"": ""3021"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://projectes.xtec.cat/mex-mataro/"", ""Simbol"": ""mex.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3021"", ""Periode"": ""Permanent"", ""Contacte"": ""mataroeducaenxarxa@gmail.com"", ""Nom_curt"": ""MEX"", ""Obj"
59,78,78,Programes,XarxaPFI,Programa d’innovació pedagògica XarxaPFI,"El Programa d'innovació pedagògica _XarxaPFI_ s'organitza en xarxes de centres, en què es comparteix coneixement, es dona suport i assessorament mutu, es fan intercanvis d'experiències i s'ofereix formació, així com propostes d'innovació educativa per a la",,A1-MET,PFI,"- Reduir l'abandonament de l'alumnat dintre dels Programes de formació i inserció.
- Afavorir l'adquisició de les competències professionals, personals i socials per augmentar l'èxit acadèmic de l'alumnat dels Programes de formació i inserció.","- Centres educatius públics i privats sostinguts amb fons públics amb estudis PFI.
- Presentar la sol·licitud d'acceptació dels compromisos associats a la participació en el Programa.","- Designar almenys una persona de l'equip docent PFI que participarà en les reunions i activitats del Programa d'innovació pedagògica XarxaPFI. b) Desenvolupar, degudament contextualitzat en el centre, els aprenentatges assolits del programa d'innovació i ",Trianual,78_xarxapfi,https://clic.xtec.cat/pub/innovacio/fitxes/78_xarxapfi,https://drive.google.com/file/d/1sGSh4T_eEGEtFcPCwwIjzh3Y3qiwS6nJ/view?usp=sharing,https://projectes.xtec.cat/pfi/,,Servei de Programes de Qualificació i Iniciació Professional,"- Montserrat Soberbio, responsable del programa d'innovació Xarxes PFI. - Olga Romero, cap del Servei de Programes de Qualificació i Iniciació Professional.",pfi.educacio@gencat.cat,,S,,16AZ-KFAb_4LknqFYgRW2aHVVxFQqUn2MO6M2g5jOl8E,"{""id"": ""78"", ""Bloc"": ""Xarxes"", ""Fitxa"": ""78_xarxapfi"", ""Enllac"": ""https://projectes.xtec.cat/pfi/"", ""Simbol"": """", ""Unitat"": ""Servei de Programes de Qualificació i Iniciació Professional"", ""Vídeo"": ""https://drive.google.com/file/d/1sGSh4T_eEGEtFcPCwwIjzh3Y3"
60,3022,3022,Xarxes,XCULAE,Xarxa centres ULAE,"Les xarxes formatives ULAE (Usos Lingüístics en l'Àmbit Educatiu) són espais on compartim metodologies, estratègies i bones pràctiques per millorar la gestió de la diversitat lingüística en els centres educatius i incentivar l'aprenentatge i l'ús del catal",LIN,"A1-MET,A2-ORG,A3-COM","BATX,EPRI,ESO","- Reflexionar sobre l'ús del català als centres educatius, i al seu entorn, com a llengua de cohesió social.
- Incidir en la importància de valorar i incentivar el respecte per les llengües i cultures d’origen de tots els estudiants, alhora que es fomenta","- Tenir necessitat d'iniciar processos de canvi o de millora metodològica i organitzativa en la gestió dels usos lingüístics del centre.
- Que la Inspecció Educativa consideri adient la participació del centre en la xarxa.","- Crear un grup impulsor compromès en processos de canvi del centre.
- Participar de manera activa en la xarxa.
- Realitzar accions que es materialitzin en acords de centre.
- Garantir la transferència dels continguts i els acords a la resta de l'equip ",Anual,,,,https://projectes.xtec.cat/usdelallengua/,xulae.png,Servei de Suports i Recursos Lingüístics (Subdirecció General de Llengües),"Andreu Freixes González, Mireia Galindo","usosling@xtec.cat, mgalind9@xtec.cat",,S,S,1lDwf_8FZms0__AmcqXfNFnirC7FMoUclSpJqfFfoVkw,"{""id"": ""3022"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://projectes.xtec.cat/usdelallengua/"", ""Simbol"": ""xulae.png"", ""Unitat"": ""Servei de Suports i Recursos Lingüístics (Subdirecció General de Llengües)"", ""Vídeo"": """", ""Centres"": ""3022"", ""Periode"": """
98,3023,3023,Xarxes,RecercAULA,Xarxa Centres RecercAula,"La finalitat del Programa Aprenentatge entre iguals: RecercAULA és promoure la cultura de l'aprenentatge entre iguals mitjançant la metodologia de recerca acció, amb l'objectiu de millorar la qualitat de les pràctiques d'ensenyament-aprenentatge i l'establ",,"A1-MET,A2-ORG","ADULTS,BATX,EINF2C,EPRI,ESO,IDI","- Establir un ecosistema educatiu basat en l’aprenentatge entre iguals a través de xarxes de centres i docents (comunitats d’aprenentatge professional).
- Fomentar la pràctica educativa basada en l’evidència a través de la metodologia de recerca acció.
-","Compromís del centre, amb l'aprovació del Claustre i del Consell escolar.","La participació del centre en el Programa suposa l'acceptació dels compromisos següents:
- Implementació del projecte vinculat al Programa RecercAULA en el centre.
- Designació d’un grup impulsor del projecte o persona coordinadora del projecte en el cen",Anual,,,,,,Servei de Recerca,Montserrat Tortosa,"recerca.educacio@gencat.cat, mtortosa@xtec.cat",,S,S,1HuaY0l595KS0auFmqnQkcTdmdVrbGFQWlkQvgum4Rm8,
