Codi,Latitud,Longitud,Nom,Adreça,Municipi,DM,Comarca,ST,SE,Naturalesa,TipusCentre,Estudis,Web,Logo,Web-Nodes,Web-Propi,Telefons,Mail,Twitter,Instagram,Codi-SE,Codi-SEZ
08054228,41.418483623,2.186003355,Institut Joan Fuster,"pl. Ferran Reyes, 2-3 - 08027 Barcelona",Barcelona,Sant Andreu,Barcelonès,CEB,SE Sant Andreu,Públic,INS,"ESO,BATX",https://agora.xtec.cat/iesjoanfuster,https://drive.google.com/thumbnail?id=1REDUbrVTmmx1kwNm7Ev2__b-Z60XSqtb,https://agora.xtec.cat/iesjoanfuster,,"932431560, 932431561",a8054228@xtec.cat,,,CEB09,08870110
08054231,41.39504134,2.187455148,CETUC,"c. Almogàvers, 68-70 5è - 08018 Barcelona",Barcelona,Sant Martí,Barcelonès,CEB,SE Sant Martí,Privat,INS,"PFI,ADULTS",https://www.cetuc.cat,https://drive.google.com/thumbnail?id=172nrQhpiEbW0bm7t_9Dpf7r9aWCeewpx,,https://www.cetuc.cat,"933009879, 934864061",a8054231@xtec.cat,,,CEB10,08870104
08054241,41.673231717,2.25122851,Institut Eugeni Xammar,"Antic Camí de Bigues, s/n - 08480 L'Ametlla del Vallès",L'Ametlla del Vallès,,Vallès Oriental,MVO,SE del Vallès Oriental IV,Públic,INS,"ESO,BATX",https://www.inseugenixammar.cat,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aZmMzODNodDFYOTA,,https://www.inseugenixammar.cat,"938430125, 938432025",a8054241@xtec.cat,,,MVO07,08870216
08054265,41.360912792,1.668890021,Llar d'infants El Petit Drac,"av. Diputació, s/n - 08796 Pacs del Penedès",Pacs del Penedès,,Alt Penedès,BCO,SE de l'Alt Penedès,Públic,LLA,EINF1C,,,,,"938171197, 938170737",a8054265@xtec.cat,,,BCO05,08870212
08054277,41.846731539,2.22397377,Institut de Tona,"c. Torres i Bages, 32 - 08551 Tona",Tona,,Osona,CCE,SE d'Osona,Públic,INS,"ESO,BATX,CFPM",http://www.institutdetona.net,https://drive.google.com/thumbnail?id=1WLmqdYnZ-jMUxtCcrVHHqB_4kt4MgS8t,,http://www.institutdetona.net,"938125723, 938123024",a8054277@xtec.cat,@institutdetona,,CCE04,08870208
08054344,41.376405339,2.09411734,EOI Esplugues,"c. de Laureà Miró, 63 (Parc Can Vidalet) - 08950 Esplugues de Llobregat",Esplugues de Llobregat,,Baix Llobregat,BLL,SE del Baix Llobregat VIII,Públic,EOI,IDI,https://agora-eoi.xtec.cat/eoiesplugues,https://drive.google.com/thumbnail?id=1HqO-dM3K7DH8gCUt95o1ximuLOOdQMlK,https://agora-eoi.xtec.cat/eoiesplugues,,"934705040, 934705042",a8054344@xtec.cat,,,BLL08,08870306
08054368,41.498970422,2.04529893,CEE Ca n'Oriol,"c. Granada, 31 - 08191 Rubí",Rubí,,Vallès Occidental,VOC,SE del Vallès Occidental III,Públic,EE,EE,https://agora.xtec.cat/cee-canoriol,https://drive.google.com/thumbnail?id=104ZiFXkVWusZ5NiZ3jfRnyZ_kjJdilTg,https://agora.xtec.cat/cee-canoriol,https://www.escolacanoriol.com,936 978 390,a8054368@xtec.cat,,,VOC03,08870406
08054401,41.649462418,2.364449545,Institut El Sui,"c. Penyafort, s/n - 08440 Cardedeu",Cardedeu,,Vallès Oriental,MVO,SE del Vallès Oriental III,Públic,INS,"ESO,BATX",https://agora.xtec.cat/ieselsui,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aYmVWM0dnbUpLVlE,https://agora.xtec.cat/ieselsui,,"938444322, 938454508",a8054401@xtec.cat,,,MVO06,08870204
08054411,41.649858642,2.51181187,Escola Vallgorguina,"c. de l'Església, 66 - 08471 Vallgorguina",Vallgorguina,,Vallès Oriental,MVO,SE del Vallès Oriental III,Públic,ESC,"EINF2C,EPRI",https://escolavallgorguina.blogspot.com,https://drive.google.com/thumbnail?id=1JSfBtZFuMXacs72FarEOAP8pmlnoKz7G,,https://escolavallgorguina.blogspot.com,"938679209, 938679525",a8054411@xtec.cat,,,MVO06,08870204
08054460,41.371060706,2.056822605,LLI privada L'Estel,"pg. del Canal, 26 - 08970 Sant Joan Despí",Sant Joan Despí,,Baix Llobregat,BLL,SE del Baix Llobregat V,Privat,LLA,EINF1C,,,,,933735866,a8054460@xtec.cat,,,BLL05,08870302
08054472,41.319163233,2.012808003,LLI privada Pi de l'Snoopy,"c. Verge de Montserrat, 86 - 08840 Viladecans",Viladecans,,Baix Llobregat,BLL,SE del Baix Llobregat II,Privat,LLA,EINF1C,,,,,936587501,a8054472@xtec.cat,,,BLL02,08870304
08054484,41.43268464,2.217855846,LLI privada Tam-Tam,"av. Joan XXIII, 20 - 08918 Badalona",Badalona,,Barcelonès,BCO,SE Ciutat de Badalona,Privat,LLA,EINF1C,,,,,933872818,a8054484@xtec.cat,,,BCO01,08870209
08054496,41.368443383,2.128938127,LLI privada Los Angeles,"c. Santiago Ramón y Cajal, 9 - 08902 L'Hospitalet de Llobregat",L'Hospitalet de Llobregat,,Barcelonès,BCO,SE Ciutat de l'Hospitalet de Llobregat,Privat,LLA,EINF1C,,,,,"934213937, 933328957",a8054496@xtec.cat,,,BCO02,08870210
08054514,41.373479854,2.136168723,LLI privada Cuc,"c. Sagunt, 113 - 08014 Barcelona",Barcelona,Sants-Montjuïc,Barcelonès,CEB,SE Sants-Montjuïc,Privat,LLA,EINF1C,,,,,934228305,a8054514@xtec.cat,,,CEB03,08870103
08054526,41.419988102,2.095076293,Casa Sagrada Família,"C. Sagrada Familia, s/n - 08017 Barcelona",Barcelona,Sarrià-Sant Gervasi,Barcelonès,CEB,SE Sarrià-Sant Gervasi,Privat,LLA,EINF1C,,,,,932 047 803,a8054526@xtec.cat,,,CEB05,08870108
08054538,41.39338468,2.177089612,Esclop,"pg. de Sant Joan, 31 - 08010 Barcelona",Barcelona,Eixample,Barcelonès,CEB,SE Eixample,Privat,LLA,EINF1C,,,,,932 655 255,a8054538@xtec.cat,,,CEB02,08870107
08054551,41.420318283,2.144114691,LLI privada L'Hortet,"c. Mare de Déu dels Àngels, 3 i 5 - 08032 Barcelona",Barcelona,Horta-Guinardó,Barcelonès,CEB,SE Horta-Guinardó,Privat,LLA,EINF1C,,,,,934174791,a8054551@xtec.cat,,,CEB07,08870101
08054599,41.403588337,2.160347632,La Quitxalla de Gràcia,"C. Ramón y Cajal, 82 - 08012 Barcelona",Barcelona,Gràcia,Barcelonès,CEB,SE Gràcia,Privat,LLA,EINF1C,,,,,932 137 785,a8054599@xtec.cat,,,CEB06,08870105
08054605,41.405499773,2.168487762,Ratolí,"C. Sicília, 380 - 08025 Barcelona",Barcelona,Gràcia,Barcelonès,CEB,SE Gràcia,Privat,LLA,EINF1C,,,,,934 578 127,a8054605@xtec.cat,,,CEB06,08870105
08054629,41.404988777,2.154917602,Trencapins,"C. Topazi, 22 - 08012 Barcelona",Barcelona,Gràcia,Barcelonès,CEB,SE Gràcia,Privat,LLA,EINF1C,,,,,932 188 734,a8054629@xtec.cat,,,CEB06,08870105
08054630,41.402570242,2.138434523,Xenius,"c. Muntaner, 476 - 08006 Barcelona",Barcelona,Sarrià-Sant Gervasi,Barcelonès,CEB,SE Sarrià-Sant Gervasi,Privat,LLA,EINF1C,,,,,932010379,a8054630@xtec.cat,,,CEB05,08870108
08054654,41.612881481,2.65790269,LLI privada Mafalda,"c. Francesc Bartrina, 28 - 08370 Calella",Calella,,Maresme,MVO,SE de l'Alt Maresme,Privat,LLA,EINF1C,,,,,937693432,a8054654@xtec.cat,,,MVO02,08870215
08054681,41.599931667,2.026593335,LLI privada Sagrada Familia,"c. Sant Joan, 72 - 08230 Matadepera",Matadepera,,Vallès Occidental,VOC,SE del Vallès Occidental II,Privat,LLA,EINF1C,,,,,"937871446, 937871700",a8054681@xtec.cat,,,VOC02,08870405
08054711,41.565463707,2.013829638,LLI privada Bambi,"c. Nou de Sant Pere, 42 - 08221 Terrassa",Terrassa,,Vallès Occidental,VOC,SE del Vallès Occidental II,Privat,LLA,EINF1C,,,,,937841530,a8054711@xtec.cat,,,VOC02,08870405
08054721,41.55668332,2.023523036,LLI privada Eina,"c. Menéndez Pelayo, 122-124 1r - 08223 Terrassa",Terrassa,,Vallès Occidental,VOC,SE del Vallès Occidental II,Privat,LLA,EINF1C,,,,,937850683,a8054721@xtec.cat,,,VOC02,08870405
08054769,41.390162067,2.145004848,Pinocho,"av. Sarrià, 29 - 08029 Barcelona",Barcelona,Eixample,Barcelonès,CEB,SE Eixample,Privat,LLA,EINF1C,,,,,933 210 531,a8054769@xtec.cat,,,CEB02,08870107
08054794,41.380248011,2.149958899,LLI privada Xiulet,"c. Entença, 100-106 - 08015 Barcelona",Barcelona,Eixample,Barcelonès,CEB,SE Eixample,Privat,LLA,EINF1C,,,,,934234448,a8054794@xtec.cat,,,CEB02,08870107
08054824,41.602027789,2.085105515,Escola Mestre Pla,"c. Josep Carner, 2 - 08211 Castellar del Vallès",Castellar del Vallès,,Vallès Occidental,VOC,SE del Vallès Occidental VIII,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolamestrepla,https://drive.google.com/thumbnail?id=1pBYn89d5kwHYn-mDAAdw7aVynAd2xdSN,https://agora.xtec.cat/escolamestrepla,https://www.escolamestrepla.com,"937472210, 937147835",a8054824@xtec.cat,,,VOC08,08870408
08054836,41.527209393,2.074030187,Escola Onze de Setembre,"c. Castanyers, s/n - 08192 Sant Quirze del Vallès",Sant Quirze del Vallès,,Vallès Occidental,VOC,SE del Vallès Occidental I,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-onzedesetembre,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8abkZST3Q4NXBfWDg,https://agora.xtec.cat/ceip-onzedesetembre,,"937216602, 937216653",a8054836@xtec.cat,,,VOC01,08870404
08054848,41.369375013,2.165099649,Institut Bosc de Montjuïc,"av. Miramar, s/n - 08038 Barcelona",Barcelona,Sants-Montjuïc,Barcelonès,CEB,SE Sants-Montjuïc,Públic,INS,ESO,https://boscmontjuic.wordpress.com,https://drive.google.com/thumbnail?id=1p4BxdzMD28fz0oPNYRNoHESbqJogZMU6,,https://boscmontjuic.wordpress.com,"934410221, 934431353",a8054848@xtec.cat,@boscmontjuic,,CEB03,08870103
08054873,41.478287351,2.090716671,Institut Joaquima Pla i Farreras,"av. Ragull, 45-49 - 08190 Sant Cugat del Vallès",Sant Cugat del Vallès,,Vallès Occidental,VOC,SE del Vallès Occidental IV,Públic,INS,"ESO,BATX",https://agora.xtec.cat/iesjplafarreras,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aSDNXdDRBTy1lRTA,https://agora.xtec.cat/iesjplafarreras,https://plafarreras.cat,"935879439, 935879438",a8054873@xtec.cat,@plafarreras,,VOC04,08870407
08054903,41.379415197,2.192151383,Escola Mediterrània,"pg. Marítim de la Barceloneta, 5 - 08003 Barcelona",Barcelona,Ciutat Vella,Barcelonès,CEB,SE Ciutat Vella,Públic,ESC,"EINF2C,EPRI",https://www.escolamediterrania.cat,https://drive.google.com/thumbnail?id=1URLkjEisrYhytNFC-5gdR0nF0nSvxjE8,,https://www.escolamediterrania.cat,932216794,a8054903@xtec.cat,,,CEB01,08870106
08054915,41.377294334,1.721283771,Llar d'infants de La Granada,"c. de Sant Cristòfol, 13 - 08792 La Granada",La Granada,,Alt Penedès,BCO,SE de l'Alt Penedès,Públic,LLA,EINF1C,,,,,"938975122, 938974406",a8054915@xtec.cat,,,BCO05,08870212
08054927,41.28670654,1.981589805,LLI privada El Niu dels Somnis,"c. Antonio Machado, 18-20, baixos int. - 08860 Castelldefels",Castelldefels,,Baix Llobregat,BLL,SE de Castelldefels,Privat,LLA,EINF1C,,,,,936640053,a8054927@xtec.cat,,,BLL09,08870305
08054939,41.398641726,2.00923283,Mafalda,"C. Ntra. Sra. de Montserrat, 18-20 - 08620 Sant Vicenç dels Horts",Sant Vicenç dels Horts,,Baix Llobregat,BLL,SE del Baix Llobregat VI,Privat,LLA,EINF1C,,,,,936 566 718,a8054939@xtec.cat,,,BLL06,08870309
08054940,41.375188323,2.157414149,Aites,"av. Paral·lel, 158 bis - 08015 Barcelona",Barcelona,Sants-Montjuïc,Barcelonès,CEB,SE Sants-Montjuïc,Privat,INS,"CFPM,CFPS,ADULTS",https://aites.net/ca,https://drive.google.com/thumbnail?id=1x-KXnZanNozUjZUmebdnSnY7FisxvtqV,,https://aites.net/ca,934237600,a8054940@xtec.cat,@AITESFORMACION,,CEB03,08870103
08054988,41.385307741,2.153322008,Daysi,"C. València, 87-89 - 08029 Barcelona",Barcelona,Eixample,Barcelonès,CEB,SE Eixample,Privat,LLA,EINF1C,,,,,934 535 017,a8054988@xtec.cat,,,CEB02,08870107
08054991,41.419315214,2.177556718,L'Airet,"c. Oblit, 52 - 08026 Barcelona",Barcelona,Horta-Guinardó,Barcelonès,CEB,SE Horta-Guinardó,Privat,LLA,EINF1C,,,,,934 350 377,a8054991@xtec.cat,,,CEB07,08870101
08055002,41.376912952,2.174549384,CFA Barri Gòtic,"ptge. de Gutenberg, 6 - 08001 Barcelona",Barcelona,Ciutat Vella,Barcelonès,CEB,SE Ciutat Vella,Públic,CFA,ADULTS,https://agora.xtec.cat/cfabarrigotic,https://drive.google.com/thumbnail?id=1pGr8RTP0N2cRsSnEY0U1bEIFlgk68bAD,https://agora.xtec.cat/cfabarrigotic,,"934125741, 934125741",a8055002@xtec.cat,,,CEB01,08870106
08055041,41.616636675,2.278953746,CFA Canovelles,"pl. Pau Casals, s/n - 08420 Canovelles",Canovelles,,Vallès Oriental,MVO,SE del Vallès Oriental I,Públic,CFA,ADULTS,https://agora.xtec.cat/cfacanovelles,,https://agora.xtec.cat/cfacanovelles,,"938463968, 938463968",a8055041@xtec.cat,,,MVO04,08870202
08055051,41.285049195,1.979443076,CFA Castelldefels,"c. Muralla, 1, planta baixa - 08860 Castelldefels",Castelldefels,,Baix Llobregat,BLL,SE de Castelldefels,Públic,CFA,ADULTS,https://agora.xtec.cat/cfacastelldefels,https://drive.google.com/thumbnail?id=14STpzWHK9nZK0EQ2naOJ-vCR1XC2bw7W,https://agora.xtec.cat/cfacastelldefels,,936641884,a8055051@xtec.cat,,,BLL09,08870305
08055063,41.442745099,2.162832596,CFA Canyelles,"c. Juan Ramón Jiménez, 14 - 08042 Barcelona",Barcelona,Nou Barris,Barcelonès,CEB,SE Nou Barris,Públic,CFA,ADULTS,https://agora.xtec.cat/cfacanyelles,https://drive.google.com/thumbnail?id=18RmrhJt9uuQRJtLMK-9Ijbc8SB-m0WlN,https://agora.xtec.cat/cfacanyelles,,"934285904, 934285904",a8055063@xtec.cat,,,CEB08,08870109
08055075,41.550919651,2.125297394,CFA Torre Romeu,"c. Anoia, 18, 1a. Planta - 08202 Sabadell",Sabadell,,Vallès Occidental,VOC,SE del Vallès Occidental I,Públic,CFA,ADULTS,https://agora.xtec.cat/cfatorreromeu,https://drive.google.com/thumbnail?id=1jVIgUDM08a8zz7L0Hm9wwD-YAdHySZPM,https://agora.xtec.cat/cfatorreromeu,,937275640,a8055075@xtec.cat,,,VOC01,08870404
08055087,41.684234401,2.486924123,CFA Baix Montseny,"c. Montserrat, 28 - 08470 Sant Celoni",Sant Celoni,,Vallès Oriental,MVO,SE del Vallès Oriental III,Públic,CFA,ADULTS,,,,,938674175,a8055087@xtec.cat,,,MVO06,08870204
08055099,41.847161536,2.228238965,CFA Tona,"c. Nou, 1-3 - 08551 Tona",Tona,,Osona,CCE,SE d'Osona,Públic,CFA,ADULTS,https://www.facebook.com/aulaobertatona,https://drive.google.com/thumbnail?id=1q9i80Y7bof31jx2OxHMJnuLmViNgevVw,,https://www.facebook.com/aulaobertatona,938870761,a8055099@xtec.cat,@AulaObertaTona,,CCE04,08870208
08055105,41.543875095,2.09025929,Escola Arraona,"c. Argentina, 45 - 08205 Sabadell",Sabadell,,Vallès Occidental,VOC,SE del Vallès Occidental I,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceiparraona,https://drive.google.com/thumbnail?id=1mGOvqv1LXZ_by2ideYl-krmMNA6zd8T9,https://agora.xtec.cat/ceiparraona,https://blocs.xtec.cat/escolaarraona,"937264010, 937264010",a8055105@xtec.cat,,,VOC01,08870404
08055117,41.62512109,2.685746523,Escola Sant Jordi,"c. Mossèn Jacint Verdaguer, s/n - 08397 Pineda de Mar",Pineda de Mar,,Maresme,MVO,SE de l'Alt Maresme,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolasantjordi,https://drive.google.com/thumbnail?id=1IRpekG-ib_v9qN9aLPTrrODrcP5OJtR0,https://agora.xtec.cat/escolasantjordi,https://blocs.xtec.cat/escolasantjordipineda,"937671509, 937671212",a8055117@xtec.cat,,,MVO02,08870215
08055178,41.471202727,2.235861407,Hospital Universitari Trias i Pujol,"Ctra. del Canyet, s/n - 08916 Badalona",Badalona,,Barcelonès,BCO,SE Ciutat de Badalona,Públic,HOSP,"EINF2C,EPRI,ESO",https://agora.xtec.cat/aulahospitalariagtp,https://drive.google.com/thumbnail?id=1CAHZ2canQ9CU3Whco1wTA-D9qAJfj5dR,https://agora.xtec.cat/aulahospitalariagtp,,934 651 200,a8055178@xtec.cat,,,BCO01,08870209
08055181,41.553822531,2.109370936,Hospital Parc Taulí,"C. Parc Taulí, s/n - 08208 Sabadell",Sabadell,,Vallès Occidental,VOC,SE del Vallès Occidental I,Públic,HOSP,"EINF2C,EPRI,ESO",https://www.tauli.cat/hospital/usuaris/escola-del-tauli,https://drive.google.com/thumbnail?id=1uj17NqSBuOLZTJH69S23xk1_g9AvK3zD,,https://www.tauli.cat/hospital/usuaris/escola-del-tauli,937 231 010,a8055181@xtec.cat,,,VOC01,08870404
08055191,41.428018549,2.143432368,Hospital Universit. Materno-infantil Vall d'Hebron,"Pg. de la Vall d'Hebron, 119-129 - 08035 Barcelona",Barcelona,Horta-Guinardó,Barcelonès,CEB,SE Horta-Guinardó,Públic,HOSP,"EINF2C,EPRI,ESO",https://blocs.xtec.cat/aulahospitalariavh,https://drive.google.com/thumbnail?id=1EcJ9Wtq9L2Pdhs1w6MZnFmCqG3gLXyFa,,https://blocs.xtec.cat/aulahospitalariavh,934 893 100,a8055191@xtec.cat,,,CEB07,08870101
08055208,41.783048063,1.839068809,Esc. de Música Municipal de Santpedor,"pl. Gran, 10 - 08251 Santpedor",Santpedor,,Bages,CCE,SE del Bages,Públic,ART,MUSE,https://agora.xtec.cat/escmus-santpedor,https://drive.google.com/thumbnail?id=1HZ3W0arlEraC03Y2q1dj13IT9JW3P3z8,https://agora.xtec.cat/escmus-santpedor,,"938320450, 938274154",a8055208@xtec.cat,,,CCE02,08870201
08055211,41.661906514,2.257285194,Esc. de Música Municipal de l'Ametlla del Vallès,"c. Club, s/n - 08480 L'Ametlla del Vallès",L'Ametlla del Vallès,,Vallès Oriental,MVO,SE del Vallès Oriental IV,Públic,ART,MUSE,https://www.facebook.com/escolademusicadelametlladelvalles,https://drive.google.com/thumbnail?id=1mUjeJVpdtdJ0YVj_12kj1wfrY9seGzMQ,,https://www.facebook.com/escolademusicadelametlladelvalles,938432882,a8055211@xtec.cat,,,MVO07,08870216
08055221,41.971861504,1.880376403,Esc. de Música Municipal de Puig-reig,"c. Major, 36 - 08692 Puig-reig",Puig-reig,,Berguedà,CCE,SE del Berguedà,Públic,ART,MUSE,,,,,938290226,a8055221@xtec.cat,,,CCE03,08870213
08055233,42.000989143,2.283733426,Esc. de Música Municipal de Manlleu,Casa de Cultura Can Puget - 08560 Manlleu,Manlleu,,Osona,CCE,SE d'Osona,Públic,ART,MUSE,,,,,938507809,a8055233@xtec.cat,,,CCE04,08870208
08055245,41.526931833,2.187625912,Esc. de Música Municipal de Santa Perpètua de la Mogoda,"Camí de la Granja, s/n - 08130 Santa Perpètua de Mogoda",Santa Perpètua de Mogoda,,Vallès Occidental,VOC,SE del Vallès Occidental VI,Públic,ART,MUSE,,,,,"935600103, 935607656",a8055245@xtec.cat,,,VOC06,08870403
08055257,41.504606194,2.345919702,Esc. de Música Municipal de Premià de Dalt,"Riera de Sant Pere, 88 (Can Figueres) - 08338 Premià de Dalt",Premià de Dalt,,Maresme,MVO,SE del Baix Maresme,Públic,ART,MUSE,,,,,937524793,a8055257@xtec.cat,,,MVO03,08870205
08055269,41.436950563,2.192183418,Esc. de Música Municipal Sant Andreu - Mestre Pich Santasusana,"c. Segadors, 2 - 08030 Barcelona",Barcelona,Sant Andreu,Barcelonès,CEB,SE Sant Andreu,Públic,ART,MUSE,,,,,"933461094, 933120608",a8055269@xtec.cat,,,CEB09,08870110
08055282,41.462691328,1.662840081,Esc. de Música Municipal Mossèn Pla,"c. Pi i Margall, 14-20 - 08777 Sant Quintí de Mediona",Sant Quintí de Mediona,,Alt Penedès,BCO,SE de l'Alt Penedès,Públic,ART,MUSE,,,,,938998028,a8055282@xtec.cat,,,BCO05,08870212
08055294,42.017279345,2.240549674,Esc. de Música Municipal de Sant Hipòlit de Voltregà,c. Batlle Serrallonga / ptge. Parés - 08512 Sant Hipòlit de Voltregà,Sant Hipòlit de Voltregà,,Osona,CCE,SE d'Osona,Públic,ART,MUSE,,,,,"938502618, 938502339",a8055294@xtec.cat,,,CCE04,08870208
08055300,41.55383709,2.244252142,Esc. de Música Municipal de Montmeló,"c. Lluís Companys, 5/Parc de la Quintana - 08160 Montmeló",Montmeló,,Vallès Oriental,MVO,SE del Vallès Oriental II,Públic,ART,MUSE,,,,,"935721663, 935720420",a8055300@xtec.cat,,,MVO05,08870203
08055312,41.54265658,2.214810316,Esc. de Música Municipal de Mollet del Vallès,"Edifici Can Gomà / c. Castelao, 2 - 08100 Mollet del Vallès",Mollet del Vallès,,Vallès Oriental,MVO,SE del Vallès Oriental II,Públic,ART,MUSE,,,,,"935706851, 935706851",a8055312@xtec.cat,,,MVO05,08870203
08055324,41.391782004,2.126268252,Escola de Dansa Coco Comin,"c. Francesc Carbonell, 34, baixos 2-3 - 08034 Barcelona",Barcelona,Sarrià-Sant Gervasi,Barcelonès,CEB,SE Sarrià-Sant Gervasi,Privat,ART,"CFAS,DANE",http://www.cococomin.net,https://drive.google.com/thumbnail?id=1FQF8rqcZPThBfiNI72DzleN4Kpzg6ooN,,http://www.cococomin.net,"932051708, 932804160",a8055324@xtec.cat,@cococominarts,cococominarts,CEB05,08870108
08055336,41.424959495,2.178828947,Escola de Dansa Spin,"ptge. Ordi, 9 - 08027 Barcelona",Barcelona,Sant Andreu,Barcelonès,CEB,SE Sant Andreu,Privat,ART,DANE,,,,,934084706,a8055336@xtec.cat,,,CEB09,08870110
08055348,41.929209618,2.25929013,Esc. de Música Municipal de Vic,"c. Torras i Bages, 6 - 08500 Vic",Vic,,Osona,CCE,SE d'Osona,Públic,ART,MUSE,https://agora.xtec.cat/escmusicavic,https://drive.google.com/thumbnail?id=1pgfWYs-WHR5CtJERPnrrbOthQOxnD2Fi,https://agora.xtec.cat/escmusicavic,,"937027257, 938862971",a8055348@xtec.cat,@escolamusicavic,,CCE04,08870208
08055351,41.541943102,2.112475537,Esc. de Música Municipal de Sabadell,"c. Sant Oleguer, 75 - 08202 Sabadell",Sabadell,,Vallès Occidental,VOC,SE del Vallès Occidental I,Públic,ART,MUSE,,,,,937451560,a8055351@xtec.cat,,,VOC01,08870404
08055361,41.980649738,2.174403208,Llar d'infants El Patufet,"c. de Ponent, s/n - 08519 Sant Bartomeu del Grau",Sant Bartomeu del Grau,,Osona,CCE,SE d'Osona,Públic,LLA,EINF1C,,,,,"938889271, 938889000",a8055361@xtec.cat,,,CCE04,08870208
08055373,41.438570604,1.866164055,Llar d'infants El Cérvol Blau,"pg. Circumval·lació, 59 - 08790 Gelida",Gelida,,Alt Penedès,BCO,SE de l'Alt Penedès,Públic,LLA,EINF1C,,,,,937790081,a8055373@xtec.cat,,,BCO05,08870212
08055385,41.541346156,2.218225976,CFA Mollet del Vallès,"c. Roger de Llúria, 47 - 08100 Mollet del Vallès",Mollet del Vallès,,Vallès Oriental,MVO,SE del Vallès Oriental II,Públic,CFA,ADULTS,https://agora.xtec.cat/cfamollet,,https://agora.xtec.cat/cfamollet,,"935701548, 935935756",a8055385@xtec.cat,,,MVO05,08870203
08055397,41.501908661,2.158286432,CFA Jaume Tuset,"rbla Pinetons, 1 - 08291 Ripollet",Ripollet,,Vallès Occidental,VOC,SE del Vallès Occidental VI,Públic,CFA,ADULTS,https://agora.xtec.cat/cfajaumetuset,https://drive.google.com/thumbnail?id=106VmDhB-x8YGPQ9UI4wCGB2zANAzuH0X,https://agora.xtec.cat/cfajaumetuset,,936914700,a8055397@xtec.cat,,,VOC06,08870403
08055403,41.435152071,2.221173638,CFA Sant Roc,"av. Maresme, 182 - 08918 Badalona",Badalona,,Barcelonès,BCO,SE Ciutat de Badalona,Públic,CFA,ADULTS,https://agora.xtec.cat/cfasantrocbadalona,https://drive.google.com/thumbnail?id=1uNJGPjm8SNa2r_lUVGgB_w-72MzBdrW2,https://agora.xtec.cat/cfasantrocbadalona,,934603996,a8055403@xtec.cat,,,BCO01,08870209
08055415,41.405931033,2.170150821,Escola Municipal de Música Eixample,"c. Sardenya, 368-378 - 08036 Barcelona",Barcelona,Eixample,Barcelonès,CEB,SE Eixample,Públic,ART,MUSE,,,,,"934586590, 934570055",a8055415@xtec.cat,,,CEB02,08870107
08055427,41.581035251,1.620357823,Esc. de Música Municipal Mestre Joan Just i Bertran,"pg. Mossén Jacint Verdaguer, 84 - 08700 Igualada",Igualada,,Anoia,CCE,SE de l'Anoia,Públic,ART,MUSE,,,,,"938044155, 938055490",a8055427@xtec.cat,,,CCE01,08870301
08055439,41.392986927,2.050316954,CFA Mestre Esteve,"ctra. Sanson, 74 - 08980 Sant Feliu de Llobregat",Sant Feliu de Llobregat,,Baix Llobregat,BLL,SE del Baix Llobregat I,Públic,CFA,ADULTS,https://agora.xtec.cat/cfa-mestre,https://drive.google.com/thumbnail?id=1M8W5OvVUiOEwkjD096N9GvxXhd9hPCzC,https://agora.xtec.cat/cfa-mestre,,"936326777, 936853430",a8055439@xtec.cat,,,BLL01,08870307
08055440,41.391113239,2.009465425,CFA Garrosa,"ptg. Pau Vila, 7 - 08620 Sant Vicenç dels Horts",Sant Vicenç dels Horts,,Baix Llobregat,BLL,SE del Baix Llobregat VI,Públic,CFA,ADULTS,https://agora.xtec.cat/cfa-garrosa,https://drive.google.com/thumbnail?id=1lml_5em0bV4_ho_T-2gg-T-r8DV5zB75,https://agora.xtec.cat/cfa-garrosa,,"936566951, 936566951",a8055440@xtec.cat,,,BLL06,08870309
08055464,41.743847344,1.805292382,CFA municipal de formació de persones adultes,"pg. Gallifa,1,2a pl.(c.cívic Cal Gallifa - 08250 Sant Joan de Vilatorrada",Sant Joan de Vilatorrada,,Bages,CCE,SE del Bages,Públic,CFA,ADULTS,,,,,"938750525, 938764440",a8055464@xtec.cat,,,CCE02,08870201
08055531,41.823401811,1.892602553,Esc. de Música Municipal,"c. del Pont, 1 - 08650 Sallent",Sallent,,Bages,CCE,SE del Bages,Públic,ART,MUSE,,,,,"938372394, 938206160",a8055531@xtec.cat,,,CCE02,08870201
08055543,41.611207862,2.286892779,Esc. de Música Municipal Josep M. Ruera,"ptg. Gregori Resina, 1 - 08400 Granollers",Granollers,,Vallès Oriental,MVO,SE del Vallès Oriental I,Públic,ART,MUSE,,,,,"938701583, 938701583",a8055543@xtec.cat,,,MVO04,08870202
08055555,41.451501685,2.248664466,Esc. de Música Municipal,"c. Pare Claret, 2 - 08911 Badalona",Badalona,,Barcelonès,BCO,SE Ciutat de Badalona,Públic,ART,MUSE,,,,,"933893957, 933893254",a8055555@xtec.cat,,,BCO01,08870209
